word,phonetic,translation,definition,pos,exchange,frequency
bows,,n. 饰片；弓形物（bow的复数形式）,"n a knot with two loops and loose ends; used to tie shoelaces\nn a slightly curved piece of resilient wood with taut horsehair strands; used in playing certain stringed instruments\nn front part of a vessel or aircraft\nn a weapon for shooting arrows, composed of a curved piece of resilient wood wit",,0:bow/1:s3,
box,bɒks,"n. 盒子, 箱, 方框, 一巴掌\nvt. 装...入盒中, 装箱, 打耳光\nvi. 拳击\n[计] 方框",n. a (usually rectangular) container; may have a lid\nn. private area in a theater or grandstand where a small group can watch the performance\nn. the quantity contained in a box\nn. a rectangular drawing,,s:boxes/d:boxed/p:boxed/i:boxing/3:boxes,795
boxed,bɔkst,a. 醉酒的,s. enclosed in or set off by a border or box\ns. enclosed in or as if in a box,,0:box/1:dp/d:boxed/p:boxed,17376
boxes,,"n. 小木箱, 盒子",n a (usually rectangular) container; may have a lid\nn private area in a theater or grandstand where a small group can watch the performance\nn the quantity contained in a box\nn a predicament from which a skillful or graceful escape is impossible\nn a rectangular drawing\nn evergreen shrubs or smal,,1:s3/0:box,
boy,bɒi,"n. 男孩\n[法] 男孩, 少年, 儿子",n. a friendly informal reference to a grown man\nn. (ethnic slur) offensive and disparaging term for Black man,,s:boys,382
boys,,n. 男孩子们；小伙子们（boy的复数）,n a youthful male person\nn a friendly informal reference to a grown man\nn a male human offspring\nn (ethnic slur) offensive and disparaging term for Black man,,0:boy/1:s,
bracelet,'breislit,"n. 手镯\n[医] 手镯, 腕带, 腕纹(掌侧横列腕部的线纹)",n. jewelry worn around the wrist for decoration,,s:bracelets,7400
bracelets,b'reɪslɪts,"n. 手镯, 臂镯( bracelet的复数形式 )",n. a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist\nn. jewelry worn around the wrist for decoration,,0:bracelet/1:s,
braid,breid,"n. 辫子, 穗带\nvt. 编成辫, 镶边",n. a hairdo formed by braiding or twisting the hair\nn. trimming used to decorate clothes or curtains\nv. make by braiding or interlacing\nv. decorate with braids or ribbons,,s:braids/d:braided/i:braiding/p:braided/3:braids,9403
brain,brein,n. 脑\nvt. 打碎脑部,n. that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord\nn. mental ability\nn. the brain of certain animals used as meat\nv. hit on the head,,s:brains/i:braining/p:brained/3:brains/d:brained,1189
brains,'breinz,"n. 智力, 脑髓\n[法] 智能, 智囊",n that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord\nn mental ability\nn that which is responsible for one's thoughts and feelings; the seat of the faculty of reason\nn someone who has exceptional intellec,,1:s3/0:brain,
bran,bræn,"n. 糠, 麸\n[医] 麸, 糠",n. broken husks of the seeds of cereal grains that are separated from the flour by sifting\nn. food prepared from the husks of cereal grains,,s:brans,13762
branch,bræntʃ,"n. 树枝, 支店, 支流, 分部\nvi. 分支, 出枝\nvt. 分割, 用枝状叶脉刺绣花纹装饰\n[计] 分支, 目录分支","n. a division of some larger or more complex organization\nn. a division of a stem, or secondary stem arising from the main stem of a plant\nn. a part of a forked or branching shape\nn. a stream or river connected to a larger one",,s:branches/i:branching/p:branched/3:branches/d:branched,1807
branches,,n. 分支机构；分支（branch的复数）,"n a division of some larger or more complex organization\nn a division of a stem, or secondary stem arising from the main stem of a plant\nn a part of a forked or branching shape\nn a natural consequence of development\nn a stream or river connected to a larger one\nn any projection that is thought ",,0:branch/1:s3,
brandy,'brændi,n. 白兰地酒\n[化] 白兰地,n. distilled from wine or fermented fruit juice,,s:brandies,10392
brass,bræs.brɑ:s,"n. 黄铜, 黄铜制品\na. 黄铜的, 铜管乐器的\nv. 镀以黄铜, 支付",n. an alloy of copper and zinc\nn. a wind instrument that consists of a brass tube (usually of variable length) that is blown by means of a cup-shaped or funnel-shaped mouthpiece\nn. an ornament or utensil made of brass\nn. a memorial made of brass,,s:brasses/d:brassed,4968
brave,breiv,"a. 勇敢的, 美好的, 华丽的\nn. 勇敢者\nvt. 勇敢地面对",n. a North American Indian warrior\nn. people who are brave\na. possessing or displaying courage; able to face and deal with danger or fear without flinching\ns. brightly colored and showy,,p:braved/r:braver/t:bravest/i:braving/d:braved/3:braves/s:braves,4854
bravely,'breivli,adv. 勇敢地,r. in a courageous manner,,,14070
braver,,a. 勇敢的（brave的比较级）,a possessing or displaying courage; able to face and deal with danger or fear without flinching\ns invulnerable to fear or intimidation\ns brightly colored and showy,,0:brave/1:r,
breach,bri:tʃ,"n. 裂口, 违背, 破坏, 违反, 突破, 破裂\nvt. 攻破, 突破\nvi. 跳出水面",n. a failure to perform some promised act or obligation\nn. an opening (especially a gap in a dike or fortification),,s:breaches/d:breached/i:breaching/p:breached/3:breaches,7862
bread,bred,"n. 面包, 生计, 食物\nvt. 裹以面包屑",n. food made from dough of flour or meal and usually raised with yeast or baking powder and then baked\nv. cover with bread crumbs,,s:breads/i:breading/p:breaded/3:breads/d:breaded,2113
break,breik,"n. 休息, 中断, 破裂处, 绝交, 破晓, 突变\nvt. 打破, 弄破, 弄坏, 破坏, 违反, 打断, 削弱, 放弃\nvi. 破碎, 决裂, 破晓, 突变, 变弱, 暂停\nn. 分隔符\n[计] 分隔符; 中断; DOS内部命令:设定扫描中断按键的时机",n. an unexpected piece of good luck\nn. the occurrence of breaking\nn. an abrupt change in the tone or register of the voice (as at puberty or due to emotion)\nn. the opening shot that scatters the balls in billiards or pool,,p:broke/d:broken/i:breaking/3:breaks/s:breaks,494
breakfast,'brekfәst,n. 早餐,n. the first meal of the day (usually in the morning)\nv. eat an early morning meal\nv. provide breakfast for,,s:breakfasts/p:breakfasted/i:breakfasting/d:breakfasted/3:breakfasts,2382
breakfasted,ˈbrekfəstid,v. 吃早餐( breakfast的过去式和过去分词 ); 供给…早餐,imp. & p. p. of Breakfast,,0:breakfast/1:pd,
breaking,'breikiŋ,"[计] 断开, 停止, 设断点\n[化] 打开; 分割; 打碎; 轧碎; 破碎","n the act of breaking something\nv terminate\nv become separated into pieces or fragments\nv render inoperable or ineffective\nv ruin completely\nv destroy the integrity of; usually by force; cause to separate into pieces or fragments\nv act in disregard of laws, rules, contracts, or promises\nv mov",,0:break/1:i/i:breaking,9617
breast,brest,"n. 胸部, 乳房, 胸怀\nvt. 以胸对着, 面对",n. the front of the trunk from the neck to the abdomen\nn. either of two soft fleshy milk-secreting glandular organs on the chest of a woman\nn. meat carved from the breast of a fowl\nn. the part of an animal's body that corresponds to a person's chest,,s:breasts/p:breasted/i:breasting/d:breasted/3:breasts,1652
breath,breθ,"n. 呼吸, 气息, 瞬间\n[医] 呼气, 呵气, 口气, 呼吸",n. the process of taking in and expelling air during breathing\nn. the air that is inhaled and exhaled in respiration\nn. a short respite\nn. a slight movement of the air,,s:breaths,1628
breathe,bri:ð,"vi. 呼吸, 生存, 低语\nvt. 呼吸, 使喘息, 发散, 低声说","v. draw air into, and expel out of, the lungs\nv. be alive\nv. impart as if by breathing\nv. allow the passage of air through",,i:breathing/p:breathed/3:breathes/d:breathed,2264
breathed,breθt,"a. 清音的, 有气的",s. uttered without voice,,0:breathe/1:pd,
breathes,bri:ðz,v. 呼吸( breathe的第三人称单数 ); 轻声说话; 低语; 低声说,"v draw air into, and expel out of, the lungs\nv be alive\nv impart as if by breathing\nv allow the passage of air through\nv utter or tell\nv manifest or evince\nv take a short break from one's activities in order to relax\nv reach full flavor by absorbing air and being let to stand after having bee",,0:breathe/1:3,
breathing,'bri:ðiŋ,"n. 呼吸, 瞬间, 微风\na. 呼吸的, 逼真的",n. the bodily process of inhalation and exhalation; the process of taking in oxygen from inhaled air and releasing carbon dioxide by exhalation\na. passing or able to pass air in and out of the lungs normally; sometimes used in combination,,0:breathe/1:i/i:breathing/s:breathings,4508
breathless,'breθlis,"a. 喘不过气来的, 屏气的, 气喘吁吁的, 无风的, 死的",a. not breathing or able to breathe except with difficulty\ns. tending to cause suspension of regular breathing\ns. appearing dead; not breathing or having no perceptible pulse,,,10896
bred,bred,breed的过去式和过去分词,"v call forth\nv copulate with a female, used especially of horses\nv cause to procreate (animals)\nv have young (animals) or reproduce (organisms)",,0:breed/1:dp,
breeches,'britʃiz,n. 马裤,n. trousers ending above the knee,,0:breech/1:s3,
breeding,'bri:diŋ,"n. 教养, 生育, 饲养\n[医] 生育, 繁殖, 育种, 饲养",n. elegance by virtue of fineness of manner and expression\nn. helping someone grow up to be an accepted member of the community\nn. the production of animals or plants by inbreeding or hybridization,,0:breed/1:i/i:breeding,5898
breeze,bri:z,"n. 微风, 煤屑, 轻而易举的事\nvi. 吹微风, 逃走",n. a slight wind (usually refreshing)\nv. blow gently and lightly\nv. to proceed quickly and easily,,s:breezes/p:breezed/i:breezing/d:breezed/3:breezes,4284
brevity,'breviti,"n. 短暂, 简短",n. the use of brief expressions\nn. the attribute of being brief or fleeting,,,20046
brick,brik,"n. 砖块, 积木\na. 用砖做的\nvt. 用砖造, 用砖砌",n. rectangular block of clay baked by the sun or in a kiln; used as a building or paving material\nn. a good fellow; helpful and trustworthy,,s:bricks/d:bricked/i:bricking,3315
bricks,brɪk,n. 砖( brick的复数形式 ); 砖块; 积木; 可靠的朋友,n. rectangular block of clay baked by the sun or in a kiln; used as a building or paving material\nn. a good fellow; helpful and trustworthy,,0:brick/1:s,
bride,braid,n. 新娘,n. a woman who has recently been married\nn. a woman participant in her own marriage ceremony,,s:brides,4871
bridegroom,'braidgrum,n. 新郎,n a man who has recently been married\nn a man participant in his own marriage ceremony,,s:bridegrooms,24066
bridge,bridʒ,"n. 桥, 舰桥, 桥梁, 桥牌\nvt. 架桥于, 跨越\n[计] 桥, 网桥, 桥接器",n. a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.\nn. a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected\nn. something resembling a bridge in form or function\nn. the hard ridge,,s:bridges/d:bridged/i:bridging/p:bridged/3:bridges,1687
bridges,'bridʒiz,n. 桥梁；纽带（bridge的复数）,n. United States labor leader who organized the longshoremen (1901-1990),,0:bridge/1:s3,16355
briefly,'brifli,"adv. 简短地, 扼要地, 简明地, 简单地",r. for a short time,,,3002
bright,brait,"a. 明亮的, 聪明的, 鲜明的, 欢快的\nadv. 明亮地, 欢快地",a. emitting or reflecting light readily or in large amounts\ns. having striking color\ns. characterized by quickness and ease in learning\ns. having lots of light either natural or artificial,,r:brighter/t:brightest,1308
brightened,ˈbraɪtnd,v. （使）发亮( brighten的过去式和过去分词 ); （使）生色; （使）生辉; （使）快乐,imp. & p. p. of Brighten,,0:brighten/1:pd,
brightening,'braitniŋ,"[机] 擦亮, 纯化",v make lighter or brighter\nv become clear,,0:brighten/1:i/s:brightenings/i:brightening,35463
brighter,braitə,a. 聪明的( bright的比较级 ); 光亮的; 辉煌的; 前途光明的,a emitting or reflecting light readily or in large amounts\ns having striking color\ns characterized by quickness and ease in learning\ns having lots of light either natural or artificial\ns made smooth and bright by or as if by rubbing; reflecting a sheen or glow\ns splendid\na not made dim or less,,0:bright/1:r,35340
brightest,,a. 聪明的( bright的最高级 ); 光亮的; 辉煌的; 前途光明的,a emitting or reflecting light readily or in large amounts\ns having striking color\ns characterized by quickness and ease in learning\ns having lots of light either natural or artificial\ns made smooth and bright by or as if by rubbing; reflecting a sheen or glow\ns splendid\na not made dim or less,,0:bright/1:t/r:brightest,40655
brightly,'braitli,"adv. 生辉地, 明亮地, 鲜明地",r with brightness,,,6950
brightness,'braitnis,"n. 光亮, 明亮, 聪明\n[计] 亮度",n. the location of a visual perception along a continuum from black to white\nn. intelligence as manifested in being quick and witty,,s:brightnesses,7963
brighton,'braitn,n. 布赖顿（英国南部城市）,n. a city in East Sussex in southern England that is a popular resort; site of the University of Sussex,,,4398
brilliancy,'brɪljənsɪ,"n. 光辉, 出色",n a quality that outshines the usual,,,38395
brilliant,'briljәnt,"a. 光辉的, 灿烂的, 有才气的\n[机] 亮的",s. of surpassing excellence\ns. characterized by grandeur\ns. full of light; shining intensely,,s:brilliants,3159
brims,brimz,"n. 边, 边缘( brim的名词复数 )",n the top edge of a vessel or other container\nn a circular projection that sticks outward from the crown of a hat\nv be completely full\nv fill as much as possible,,0:brim/1:s3,
